identifiant,nom,description,contexte,exemples,ressources,points,pourcentage,categorie,reductionPotentiel,perimetreEvaluation,desactivation,desactivationDesc,score,scoreDesc,reduction,reductionDesc,personnalisationQuestions,indicateurs,exprScore
2.5,Créer du lien avec les acteurs économiques du territoire pour créer des dynamiques sur leurs déchets,"La mobilisation des acteurs économiques (entreprises industrielles et du BTP, artisans et commerçants, services tertiaires…) est indispensable pour améliorer la prévention et la gestion des déchets sur un territoire en raison des quantités et de la nature des déchets qu’ils produisent.

La collectivité, dans le cadre du Service Public de Prévention et Gestion des Déchets (SPPGD) ou de sa compétence de développement économique, crée du lien avec et entre les acteurs économiques du territoire en collaboration avec les interlocuteurs locaux des entreprises (chambres consulaires, maisons de l’emploi, agences de développement économique, associations d’entreprises …)","**Contexte**

[Déchèterie professionnelle](https://www.optigede.ademe.fr/decheteries-professionnelles) [Écologie Industrielle et Territoriale](https://agirpourlatransition.ademe.fr/entreprises/demarche-decarbonation-industrie/actions-decarbonation-trajectoire-investissement)

**Conformité réglementaire**

[Obligations règlementaires](https://optigede.ademe.fr/tri-dechets-entreprises-introduction)","**Synthèses thématiques du réseau A3P**

[Mobilisation des acteurs économiques par les collectivités](https://expertises.ademe.fr/collectivites-secteur-public/animer-territoire/mobiliser-acteurs-territoire/mobiliser-entreprises) [Ecolabel européen et hébergements touristiques](https://librairie.ademe.fr/dechets-economie-circulaire/1071-ecolabel-europeen-et-hebergements-touristiques.html) [Sensibilisation des entreprises](https://librairie.ademe.fr/dechets-economie-circulaire/2096-sensibilisation-des-entreprises.html) [Réparation](https://librairie.ademe.fr/recherche?controller=search&orderby=position&orderway=desc&search_query=r%C3%A9paration&submit_search=)

**EIT**

[Site Ministère](https://www.ecologique-solidaire.gouv.fr/lecologie-industrielle-et-territoriale) [Enjeux (vidéo)](https://www.youtube.com/watch?v=_HIc-fiLD8Q) [Synthèse thématique : EIT, un outil au service des territoires](https://www.ademe.fr/ecologie-industrielle-territorriale-outil-service-territoires-l) [Référentiel ELIPSE : évaluation des performances des démarches d’EIT](http://www.referentiel-elipse-eit.org/) [Plateforme ACTIF](http://www.actif.cci.fr/) [Réseau SYNAPSE, réseau national des acteurs de l'EIT](https://www.economiecirculaire.org/eit/h/le-reseau-synapse.html) [L'ancrage territorial par l'EIT : exemple du Port Atlantique de la Rochelle](https://www.larochelle.port.fr/nous-connaitre/developpement-durable/ecologie-industrielle-et-territoriale/)

**Mobilisation des acteurs économiques**

[Programme de formation professionnelle au Développement Durable et prévention des déchets (Sictom de la Région de Lavaur)](https://www.optigede.ademe.fr/fiche/programme-de-formation-professionnelle-au-dd-et-prevention-des-dechets) [Entreprises, artisans, commerces, collectivités, administrations : En la matière, soyez efficace !](https://librairie.ademe.fr/dechets-economie-circulaire/5652-entreprises-artisans-commerces-collectivites-administrations-en-la-matiere-soyez-efficace-.html) [Méthodologie pour la réalisation d'un bilan matières](https://librairie.ademe.fr/dechets-economie-circulaire/4037-methodologie-pour-la-realisation-d-un-bilan-matieres.html) [Répar'Acteurs Bretagne](https://www.optigede.ademe.fr/fiche/reparacteurs-bretagne) [Étude du potentiel de réemploi (Conseil Général du Lot)](https://www.optigede.ademe.fr/fiche/etude-schema-du-reemploi) [Tourisme durable en Corse](https://www.optigede.ademe.fr/fiche/rispettu-hotellerie-durable-corse)

**BTP**

[Initiatives et retours d’expériences](https://www.optigede.ademe.fr/dechets-batiment-travaux-publics-references-recherche-developpement)","**BTP**

[Synthèse thématique: Bâtiment et Travaux public, prévention et valorisation des déchets (Réseau A3P)](https://experimentationsurbaines.ademe.fr/blog/ressource/batiments-et-travaux-publics-prevention-et-valorisation-des-dechets/) [Fiche technique sur les déchets du bâtiment](https://expertises.ademe.fr/sites/default/files/assets/documents/fiche-technique-dechets-tp-2017-09.pdf)",15,,,,,,,,,,,,eci_12,
2.5.1,Informer les acteurs économiques,"La collectivité oriente les acteurs économiques bénéficiant du SPPGD et leur propose l'ensemble des solutions de prévention et de gestion de leurs déchets disponibles sur le territoire, y compris si ces solutions sont hors de leur périmètre SPPGD (renvoi vers les solutions privées)",,"Au-delà des obligations du guide de collecte des déchets (Article R2224-27 du Code Général des Collectivités Territoriales), la collectivité informe les acteurs économiques sur leurs obligations notamment : tri 5 flux (décret n° 2016-288 du 10 mars 2016) et tri des bio déchets (Art. 70 de la loi 2015-992 du 17 août 2015 relative à la transition énergétique pour la croissance verte).",,,25,bases,,,,,,,,,,,
2.5.2,Conseiller les acteurs économiques,"La collectivité propose un service de conseil aux acteurs économiques, collectif et/ou individuel, pour les aider à réduire les déchets, mieux les trier et maîtriser les coûts associés.

Elle évalue la satisfaction des acteurs économiques conseillés.",,"La collectivité identifie un groupe cible d'entreprises prioritaires à conseiller en fonction des spécificités de son territoire.

Cette identification peut s’appuyer sur les diagnostics cités dans la Sous-action 1.2.2 et de l’Action 3.1 du Référentiel Economie Circulaire.

Exemples d’actions :

Rencontrer de manière régulière les principaux producteurs non-ménagers de déchets du territoire.

Identifier un(e) Chargé(e) de mission dédié(e) ou partiellement dédié(e) au conseil aux acteurs économiques

Mettre en place un numéro de téléphone disponible pour ces questions

Proposer des services aux acteurs économiques : diagnostic déchets, approche MFCA [(Outil Bilan Matière)](https://librairie.ademe.fr/dechets-economie-circulaire/4037-methodologie-pour-la-realisation-d-un-bilan-matieres.html)

[

La collectivité met en place un questionnaire d’évaluation du conseil reçu pour améliorer le dispositif de conseil.

](https://librairie.ademe.fr/dechets-economie-circulaire/4037-methodologie-pour-la-realisation-d-un-bilan-matieres.html)

[Pour obtenir la liste des acteurs économiques du territoire, consulter la](https://librairie.ademe.fr/dechets-economie-circulaire/4037-methodologie-pour-la-realisation-d-un-bilan-matieres.html) [Base SIRENE](https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/)

[](https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/)",,,50,mise en œuvre,,,,,,,,,,,
2.5.2.1,Identifier les critères de priorisation des acteurs économiques à conseiller,,,,,,25,,,,,,,,,,,,
2.5.2.2,Conseiller tous les acteurs économiques ciblés,,,,,,50,,,,,,,,,,,,
2.5.2.3,Disposer d'un taux de satisfaction élevé auprès d'au moins 59% des acteurs économiques conseillés,,,,,,25,,,,,,,,,,,,
2.5.3,Structurer et mettre en réseau les acteurs,"La collectivité joue un rôle de facilitateur et un rôle moteur auprès des acteurs économiques dans l'implantation ou la consolidation de services de prévention et de gestion des déchets, adaptés aux besoins du territoire et, quand c'est possible, en coordination entre le service déchet ou environnement et le service développement économique. Ces actions sont distinctes de celles présentées dans l'Axe 3.",,"Faciliter la mise en place d'une collecte groupée dans les zones d'activités ou par secteur d'activité. Ces collaborations permettront par exemple de favoriser les démarches de gestion collective, l'émergence d'une filière de traitement d'un déchet particulier, les circuits courts de matériaux…

Développer une approche collective low tech et/ou économie de la fonctionnalité et de la coopération (voir Action 3.6) : pourquoi produisons-nous ces déchets ? Comment les éviter ? Repenser les relations entre fournisseurs et entreprises pour supprimer des emballages jugés non essentiels etc.

NOTA : La collectivité qui souhaite, indépendamment de ses missions de service public, prendre en charge une activité économique, ne peut le faire légalement que dans le respect tant de la liberté du commerce et de l’industrie que du droit de la concurrence.

(Voir décision du Conseil d'Etat du 31 mai 2006)",,,25,mise en œuvre,,,,,,,,,,,
2.5.3.1,Mettre en place des moyens pour identifier ou fédérer des réseaux d'acteurs sur le territoire,,,,,,,,,,,,,,,,,,
2.5.3.2,Mettre en place des moyens pour accompagner les projets dans leur définition,,,,,,,,,,,,,,,,,,
2.5.3.3,Mettre en place des moyens pour soutenir le déploiement des projets,,,,,,,,,,,,,,,,,,
3,Déploiement des autres piliers de l'économie circulaire dans les territoires,,,,,180,,,,,,,,,,,,,
3.1,Identifier et développer des filières/domaines à enjeux en lien avec l'économie circulaire sur le territoire,"En lien avec le diagnostic de l'économie circulaire réalisé dans l'Action 1.1, la collectivité identifie précisément les filières à enjeux sur son territoire et met en place un plan d'actions ""boucle"" dédié par filière. Une boucle locale d'économie circulaire vise à conserver le plus longtemps possible dans l’économie (locale) la valeur d’un produit, de ses composants ou des matières (des ressources) en limitant la génération de déchets (et en développant le partage, la réparation, le réemploi, la réutilisation, la rénovation, la refabrication et le recyclage) dans une perspective de développement d’activité économique (durable, faible en carbone et réduisant l'utilisation des ressources naturelles) et d’emplois locaux (ou de proximité).","[Guide méthodologique du développement des stratégies régionales d'économie circulaire en France](https://librairie.ademe.fr/dechets-economie-circulaire/2983-guide-methodologique-du-developpement-des-strategies-regionales-d-economie-circulaire-en-france-9782358389051.html)

**Alimentation**

[Alimentation durable et gaspillage alimentaire (ADEME)](https://www.optigede.ademe.fr/alimentation-durable) [Enclencher une démarche territoriale sur le gaspillage alimentaire : exemple de Préval Haut-Doubs](https://optigede.ademe.fr/fiche/enclencher-et-animer-une-dynamique-territoriale-sur-le-gaspillage-alimentaire) [Réseau National des Projets Alimentaires Territoriaux (PAT)](http://rnpat.fr/les-projets-alimentaires-territoriaux-pat/)","**Alimentation**

_Programmes alimentaires territoriaux – diagnostic_ [Plans d’alimentation territoriale: exemple de la métropole nantaise](https://www.youtube.com/watch?v=p0cHVEf6ipE) [Projet de PAT du Groupe d'Action Locale Sud Mayenne](https://rnpat.fr/pat/pat-du-sud-mayenne/) [Réseau REGAL: exemple du SEROC](https://www.optigede.ademe.fr/fiche/participation-un-reseau-territorial-dacteurs-et-dechanges-de-bonnes-pratiques-sur-le) [Réseau REGAL: Nouvelle Aquitaine](https://www.reseau-regal-aquitaine.org/) [Réseau REGAL: Normandie](https://regalnormandie.jimdo.com/) _Stratégies alimentaires_ [La stratégie alimentaire de la métropole lyonnaise](https://www.grandlyon.com/fileadmin/user_upload/media/pdf/espace-presse/dp/2019/20190617_strategie-alimentaire-metropole.pdf) (pdf) _Opérations de lutte contre le gaspillage alimentaire originales ou territoriales:_ [Synthèse A3P: la lutte contre le gaspillage alimentaire](https://www.ademe.fr/lutte-contre-gaspillage-alimentaire-0) _Approche territoriales ou multi-acteurs_ [Enclencher et animer une dynamique territoriale sur le gaspillage alimentaire](https://optigede.ademe.fr/fiche/enclencher-et-animer-une-dynamique-territoriale-sur-le-gaspillage-alimentaire) _Entreprises / commerces_ [Lutte contre le gaspillage alimentaire en partenariat avec des restaurateurs](http://www.optigede.ademe.fr/fiche/lutte-contre-le-gaspillage-alimentaire-en-partenariat-avec-des-restaurateurs) _Agriculteurs_ [Solliciter les acteurs des Marchés des Producteurs de pays pour la lutte contre le gaspillage alimentaire](https://optigede.ademe.fr/fiche/solliciter-les-acteurs-des-marches-des-producteurs-de-pays-pour-profiter-de-leur-experience-et) [Orientation sur le glanage et le don](https://optigede.ademe.fr/fiche/developper-le-glanage-agricole-solidaire-en-normandie) _Associations_ [Atelier de jus de fruits participatif](https://optigede.ademe.fr/fiche/atelier-de-jus-de-fruits-participatif) [Expérimentation logistique pour la récupération d'excédents alimentaires et redistribution](https://optigede.ademe.fr/fiche/experimentation-logistique-pour-la-recuperation-dexcedents-issus-de-lab-lorraine-et-leurs) _Etablissements scolaires_ [Cuisson alternative pour moins de déchets et plus de qualité !](https://optigede.ademe.fr/fiche/cuisson-alternative-pour-moins-de-dechets-et-plus-de-qualite)

**Bâtiment**

[Synthèse A3P : les déchets du bâtiment](https://www.ademe.fr/batiment-travaux-publics-prevention-valorisation-dechets) _Aménagement_ [Écoquartier Cœur de ville sur la commune de Volonne](https://www.optigede.ademe.fr/fiche/gestion-des-dechets-de-chantier-chantier-propre) _Déconstruction durable_ [Projet Démoclès](https://www.democles.org/) _Création de filières de réemploi / de recyclage_ [Récupération d'invendus BTP pour alimentation d'une matériauthèque](https://www.optigede.ademe.fr/fiche/valorisation-des-invendus-non-alimentaires)

**Tourisme**

[Synthèse A3P : Ecolabel européen et hébergements touristiques](https://www.ademe.fr/ecolabel-europeen-hebergements-touristiques) [Rispettu, hôtellerie durable en Corse](http://www.optigede.ademe.fr/fiche/rispettu-hotellerie-durable-corse) [Synthèse A3P : la prévention des déchets en zone touristique](https://www.ademe.fr/zones-touristiques)

**Evènementiel**

[Synthèse thématique du réseau A3P : les éco-manifestations](https://www.ademe.fr/manifestations-eco-responsables) [Organisation d'une manifestation éco-responsable](https://optigede.ademe.fr/fiche/organisation-d-une-manifestation-eco-responsable) [Promotion de la prévention dans les manifestations culturelles et sportives](http://optigede.ademe.fr/fiche/promotion-de-la-prevention-dans-les-manifestations-culturelles-et-sportives) [Accompagnement des organisateurs à la mise en œuvre d'évènements pauvres en déchets](https://optigede.ademe.fr/fiche/accompagnement-des-organisateurs-de-manifestations-la-mise-en-oeuvre-devenements-pauvres-en) [Service de prêt de gobelets réutilisables pour les éco-manifestations](https://optigede.ademe.fr/fiche/service-de-pret-de-gobelets-reutilisables-pour-les-eco-manifestations)

**Textile**

[Économie circulaire dans la filière textile - EcoTLC](https://www.ecotlc.fr/page-335-economie-circulaire.html) [Développement de sacs cabas pour substituer les sacs de caisse](https://www.optigede.ademe.fr/fiche/mise-en-place-dune-filiere-de-production-de-sacs-de-courses-reutilisables) [Alèzes de matelas lavables en maison de retraite](https://optigede.ademe.fr/fiche/alezes-de-matelas-lavables-en-maison-de-retraite)

**Réparation**

[Réseau REPAR](https://www.optigede.ademe.fr/fiche/creation-du-repar-reseau-pour-amplifier-la-reparation)","**Bâtiment**

[Planification régionale sur les déchets - Déchets du BTP](https://www.optigede.ademe.fr/la-planification-dans-l-economie-circulaire) [Boite à outils ADEME : Economie Circulaire et Urbanisme](https://experimentationsurbaines.ademe.fr/economie-circulaire-et-urbanisme/) [materrio.construction](http://materrio.construction/) [Ouvrage collectif ""Architectures low-tech""](https://www.editionsparentheses.com/IMG/pdf/p391_archi_low_tech_extrait.pdf)

**Matière organique**

[Valorisation de la matière organique](https://www.optigede.ademe.fr/valorisation-dechets-organiques)

**TLC**

[Guide pratique: collecter, trier, valoriser les TLC usagés de mon territoire](https://www.economiecirculaire.org/library/h/guide-pratique-collecter-trier-valoriser-les-tlc-usages-sur-mon-territoire.html)",35,,,,,,,,,,,,eci_13,
